StateID,BirthYear,PayrollType,PayrollFrequency,NetIncome,GrossIncome,LeadProvider,RequestedAmount,BankAccountType,SubAffiliateId,LeadCost,percentProfit
VA,1981,Direct Deposit,Bi-Weekly,1733,0,SPRG.com,350,Checking,,0,2.771285714
OH,1989,Direct Deposit,Weekly,6500,0,Lead Toro $15,735,Checking,,0,1.518683761
OH,1981,Direct Deposit,Weekly,3500,0,Dot 818 $15,500,Checking,,15,0.233428571
OH,1990,Direct Deposit,Weekly,3000,0,Dot 818 $15,500,Checking,,15,0.608
OH,1995,Direct Deposit,Weekly,1244,1600,SPRG.com,840,Checking,Day to day expenses,0,1.480409091
OH,1997,Direct Deposit,Bi-Weekly,2383,2000,SPRG.com,350,Checking,Day to day expenses,0,1.1994
AZ,1975,Direct Deposit,Weekly,5248,7900,SPRG.com,800,Checking,Other,0,1.69245
OH,1961,Direct Deposit,Bi-Weekly,2433,2400,SPRG.com,400,Checking,Other,0,2.1688
GA,1981,Direct Deposit,Bi-Weekly,5000,0,Dot 818 $5,350,Checking,,0,-0.0574
OH,1985,Direct Deposit,Weekly,6500,0,Leads Market $15,400,Checking,,15,1.2691
OH,1971,Direct Deposit,Weekly,2500,0,Leads Market $15,300,Checking,,0,0.3464
GA,1981,Direct Deposit,Monthly,3010,0,Loan Transfer,469,Checking,,0,3.387462687
OH,1982,Direct Deposit,Bi-Weekly,2275,0,Dot 818 $15,800,Checking,,15,0.9622
OH,1987,Direct Deposit,Weekly,4000,0,Dot 818 $15,500,Checking,,15,1.37725
MO,1987,Direct Deposit,Weekly,5633,5000,SPRG.com,600,Checking,Day to day expenses,0,-1
OH,1991,Direct Deposit,Semi-Monthly,1600,0,Dot 818 $15,500,Checking,,15,0.445333333
OH,1995,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,300,Checking,,15,-1.05
OH,1971,Direct Deposit,Weekly,6000,0,Dot 818 $15,500,Checking,,15,0.3164
GA,1971,Direct Deposit,Weekly,5000,0,SPRG.com,500,Checking,,0,0.97988
NV,1981,Direct Deposit,Bi-Weekly,3120,3500,SPRG.com,300,Checking,Car repair,0,-1
OH,1990,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,500,Checking,,15,-1.375
OH,1993,Direct Deposit,Weekly,4000,0,Dot 818 $15,500,Checking,,15,1.585628571
WA,1991,Direct Deposit,Semi-Monthly,4500,0,Leads Market $15,800,Checking,,15,-1.05
OH,1997,Direct Deposit,Weekly,2067,0,PW Other Sites $15,200,Checking,,0,1.39205
NC,1959,Direct Deposit,Bi-Weekly,3000,0,Leads Market $15,300,Checking,,15,2.525333333
NC,1978,Direct Deposit,Weekly,6500,0,Dot 818 $5,800,Checking,,5,-0.6714
OH,1974,Direct Deposit,Bi-Weekly,2500,0,Leads Market $15,500,Checking,,15,-0.4066
OH,1975,Direct Deposit,Bi-Weekly,3750,0,Dot 818 $15,500,Checking,,15,-1.3664
OH,1987,Direct Deposit,Bi-Weekly,2925,0,Dot 818 $15,500,Checking,,15,0.24475
OH,1977,Direct Deposit,Bi-Weekly,2800,0,Money Mutual $20,500,Checking,,20,1.6974
OH,1993,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,500,Checking,,15,3.0187
KY,1995,Direct Deposit,Weekly,1600,0,Loan Transfer,350,Checking,,0,2.678
OH,1997,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,500,Checking,,15,-0.3842
OH,1997,Direct Deposit,Weekly,3000,0,Lead Toro $15,500,Checking,,15,-0.2335
OH,1973,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,500,Checking,,15,0.496
OH,1978,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,-0.7514
OH,1987,Direct Deposit,Weekly,2232,0,Money Mutual $20,300,Checking,,20,-1.066666667
OH,1974,Direct Deposit,Weekly,2539,3800,SPRG.com,350,Checking,,0,-0.831714286
GA,1982,Direct Deposit,Weekly,6067,4500,SPRG.com,800,Checking,Moving - Relocating,0,1.6362
OH,1989,Direct Deposit,Weekly,5000,0,Lead Toro $15,700,Checking,,15,-0.780857143
NC,1988,Direct Deposit,Bi-Weekly,1400,0,SPRG.com,200,Checking,Medical - Dental,0,1.0112
GA,1988,Direct Deposit,Weekly,2500,0,Leads Market $5,500,Checking,,5,-0.2152
OH,1988,Direct Deposit,Bi-Weekly,6500,0,Dot 818 $15,800,Checking,,15,-3.3078
OH,1993,Direct Deposit,Weekly,2500,0,Leads Market $15,800,Checking,,15,-1.1134
OH,1995,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,500,Checking,,15,-0.432
OH,1992,Direct Deposit,Bi-Weekly,3000,0,Money Mutual $20,835,Checking,,20,2.973244094
OH,1976,Direct Deposit,Bi-Weekly,5000,0,Leads Market $15,350,Checking,,0,-1.085714286
PA,1986,Direct Deposit,Bi-Weekly,4214,0,SPRG.com,800,Checking,Other,0,1.6668625
OH,1989,Direct Deposit,Weekly,2106,2500,SPRG.com,600,Checking,Car repair,0,0.1504
OH,1991,Direct Deposit,Weekly,3562,4000,SPRG.com,200,Checking,Consolidate PayDay Loans,0,0.683
GA,1997,Direct Deposit,Bi-Weekly,1408,0,SPRG.com,200,Checking,Other,0,-0.3716
OH,1972,Direct Deposit,Weekly,3400,0,Money Mutual $20,950,Checking,,20,1.421893333
OH,1969,Direct Deposit,Weekly,5000,0,Dot 818 $15,500,Checking,,15,-0.6934
OH,1984,Direct Deposit,Bi-Weekly,3500,0,Leads Market $15,350,Checking,,0,-0.85
OH,1987,Direct Deposit,Bi-Weekly,2500,0,Leads Market $15,200,Checking,,15,-1.4144
OH,1989,Direct Deposit,Weekly,1560,2528,SPRG.com,600,Checking,Day to day expenses,0,1.69344
TN,1964,Direct Deposit,Bi-Weekly,5000,0,Leads Market $15,350,Checking,,0,-0.417142857
OH,1980,Direct Deposit,Weekly,3000,0,Leads Market $15,750,Checking,,15,0.608
OH,1987,Direct Deposit,Bi-Weekly,2100,0,Dot 818 $15,300,Checking,,0,-1.4875
OH,1989,Direct Deposit,Weekly,2700,0,Lead Toro $15,500,Checking,,15,1.2745
OH,1987,Direct Deposit,Weekly,3000,0,SPRG.com,700,Checking,,0,-1
OH,1988,Direct Deposit,Bi-Weekly,3916,0,Lead Toro $15,300,Checking,,0,0.2516
OH,1991,Direct Deposit,Weekly,2500,0,Lead Toro $15,300,Checking,,0,0.3464
OH,1991,Direct Deposit,Bi-Weekly,1099,0,SPRG.com,350,Checking,Day to day expenses,0,0.213714286
OH,1995,Direct Deposit,Bi-Weekly,2500,0,Leads Market $15,800,Checking,,15,2.0518
OH,1997,Direct Deposit,Bi-Weekly,2000,0,Leads Market $15,500,Checking,,15,-1.1914
OH,1958,Direct Deposit,Weekly,4333,5000,SPRG.com,800,Checking,,0,1.2360875
OH,1971,Direct Deposit,Bi-Weekly,4333,0,Loan Transfer,505,Checking,,0,0.081920792
OH,1980,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,0.2516
OH,1970,Direct Deposit,Weekly,3500,0,Loan Transfer,395,Checking,,0,1.022253165
OH,1988,Direct Deposit,Bi-Weekly,2500,0,Leads Market $15,800,Checking,,15,-0.4466
OH,1991,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,700,Checking,,0,2.4281
GA,1991,Direct Deposit,Bi-Weekly,5000,0,Loan Transfer,1110,Checking,,0,1.003
OH,1993,Direct Deposit,Bi-Weekly,2125,0,Leads Market $15,350,Checking,,0,2.497485714
OH,1993,Direct Deposit,Bi-Weekly,2500,0,Leads Market $15,800,Checking,,15,1.186352941
TN,1970,Direct Deposit,Weekly,3120,0,Dot 818 $15,500,Checking,,15,1.392771429
OH,1965,Direct Deposit,Bi-Weekly,4528,7500,SPRG.com,400,Checking,,0,0.5993
OH,1964,Direct Deposit,Bi-Weekly,4767,4200,SPRG.com,500,Checking,Medical - Dental,0,1.142857143
OH,1978,Direct Deposit,Weekly,5000,0,Dot 818 $15,500,Checking,,15,1.278
OH,1977,Direct Deposit,Semi-Monthly,3000,0,PW Other Sites $15,500,Checking,,15,3.251533333
OH,1980,Direct Deposit,Bi-Weekly,1502,0,SPRG.com,400,Checking,Other,0,2.497485714
OH,1976,Direct Deposit,Bi-Weekly,1757,0,SPRG.com,300,Checking,Other,0,-0.528666667
OH,1982,Direct Deposit,Bi-Weekly,3358,3700,SPRG.com,500,Checking,Vacation,0,2.756
OH,1993,Direct Deposit,Bi-Weekly,4000,0,Dot 818 $15,500,Checking,,15,-0.4492
OH,1995,Direct Deposit,Weekly,2000,0,Dot 818 $15,800,Checking,,15,1.202085714
IN,1972,Direct Deposit,Semi-Monthly,2500,0,SPRG.com,300,Checking,,0,0.6865
OH,1970,Direct Deposit,Weekly,3500,0,Lead Toro $15,1530,Checking,,0,0.301586466
OH,1973,Direct Deposit,Bi-Weekly,8883,12500,SPRG.com,500,Checking,,0,-1
OH,1975,Direct Deposit,Weekly,2500,0,PW Other Sites $15,1000,Checking,,15,1.184414286
WA,1977,Direct Deposit,Bi-Weekly,2045,0,SPRG.com,200,Checking,Other,0,0.571
IL,1986,Direct Deposit,Semi-Monthly,5000,0,Leads Market $15,500,Checking,,15,0.21724
TN,1992,Direct Deposit,Weekly,3000,0,SPRG.com,500,Checking,,0,-1
OH,1992,Direct Deposit,Weekly,5000,0,SPRG.com,300,Checking,,0,1.2828
OH,1995,Direct Deposit,Semi-Monthly,1906,2253,SPRG.com,500,Checking,Day to day expenses,0,0.325885714
OH,1997,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,0.7438
OH,1956,Direct Deposit,Weekly,3300,0,Money Mutual $20,600,Checking,,20,1.18442
OH,1957,Direct Deposit,Weekly,5500,0,Leads Market $15,600,Checking,,15,1.05185
GA,1961,Direct Deposit,Semi-Monthly,5000,0,Leads Market $5,800,Checking,,5,-0.760571429
OH,1972,Direct Deposit,Bi-Weekly,1716,0,SPRG.com,300,Checking,Other,0,2.4976
OH,1984,Direct Deposit,Bi-Weekly,3902,5076,SPRG.com,400,Checking,,0,3.2194
OH,1984,Direct Deposit,Bi-Weekly,1600,0,Lead Toro $15,500,Checking,,15,-1.333333333
OH,1990,Direct Deposit,Bi-Weekly,4750,0,Dot 818 $15,500,Checking,,15,2.728428571
OH,1998,Direct Deposit,Weekly,2500,0,Leads Market $15,800,Checking,,15,-1.06
DC,1987,Direct Deposit,Semi-Monthly,4500,0,Leads Market $5,800,Checking,,5,1.2846
OH,1983,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,500,Checking,,15,-0.734257143
OH,1989,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,1.7024
OH,1995,Direct Deposit,Weekly,3625,0,Dot 818 $15,500,Checking,,15,0.608
OH,1954,Direct Deposit,Bi-Weekly,4500,0,Lead Toro $15,200,Checking,,15,1.1455
OH,1951,Direct Deposit,Weekly,5000,0,Loan Transfer,2190,Checking,,0,0.908424658
GA,1977,Direct Deposit,Bi-Weekly,6500,0,Dot 818 $5,800,Checking,,5,1.036266667
OH,1960,Direct Deposit,Weekly,2000,0,Leads Market $15,500,Checking,,15,1.35455
GA,1964,Direct Deposit,Bi-Weekly,1972,0,SPRG.com,500,Checking,Other,0,1.45715
VA,1977,Direct Deposit,Bi-Weekly,2221,3200,SPRG.com,500,Checking,Day to day expenses,0,2.7162
OH,1976,Direct Deposit,Bi-Weekly,2500,0,Leads Market $15,800,Checking,,15,3.122275
OH,1984,Direct Deposit,Weekly,2973,4500,SPRG.com,500,Checking,Other,0,-0.83172
OH,1972,Direct Deposit,Bi-Weekly,3000,0,PW Other Sites $15,250,Checking,,0,0.2568
OH,1978,Direct Deposit,Weekly,2782,3680,SPRG.com,500,Checking,Day to day expenses,0,-0.4951
OH,1993,Direct Deposit,Semi-Monthly,4400,0,SPRG.com,800,Checking,Day to day expenses,0,-0.6677
OH,1994,Direct Deposit,Bi-Weekly,2620,0,SPRG.com,350,Checking,,0,0.300828571
OH,1995,Direct Deposit,Semi-Monthly,2500,0,Leads Market $15,1200,Checking,,15,2.501357143
OH,1978,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,-0.4328
OH,1983,Direct Deposit,Weekly,6000,0,Money Mutual $20,700,Checking,,20,-0.0402
OH,1969,Direct Deposit,Bi-Weekly,3500,0,Loan Transfer,326,Checking,,0,-0.350168247
OH,1985,Direct Deposit,Weekly,3166,0,Leads Market $15,800,Checking,,15,-1.675
OH,1992,Direct Deposit,Weekly,3000,0,PW Other Sites $15,745,Checking,,15,0.336808989
GA,1996,Direct Deposit,Bi-Weekly,2000,0,Lead Toro $5,1100,Checking,,5,2.15264
OH,1966,Direct Deposit,Bi-Weekly,4333,0,Dot 818 $15,200,Checking,,0,1.04785
OH,1970,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,800,Checking,,15,-3.3164
OH,1971,Direct Deposit,Bi-Weekly,2600,0,PW Other Sites $15,500,Checking,,15,-2.2
OH,1975,Direct Deposit,Bi-Weekly,3842,2500,SPRG.com,400,Checking,Day to day expenses,0,1.69024
OH,1986,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,400,Checking,,15,-1.36712
OH,1982,Direct Deposit,Bi-Weekly,3436,4166,SPRG.com,300,Checking,,0,0.300833333
OH,1975,Direct Deposit,Bi-Weekly,2685,3400,SPRG.com,300,Checking,,0,-0.608066667
OH,1992,Direct Deposit,Bi-Weekly,2708,0,Loan Transfer,585,Checking,,0,2.279863248
OH,1992,Direct Deposit,Weekly,3040,0,Money Mutual $20,1045,Checking,,20,1.31722905
OH,1980,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,500,Checking,,15,-1.261371429
OH,1986,Direct Deposit,Weekly,3000,0,PW Other Sites $15,850,Checking,,15,0.501030769
OH,1986,Direct Deposit,Bi-Weekly,1278,2800,SPRG.com,800,Checking,Car repair,0,-1
OH,1996,Direct Deposit,Weekly,4334,0,Leads Market $15,600,Checking,,15,-0.8817
KY,1961,Direct Deposit,Weekly,3500,0,PW Other Sites $15,500,Checking,,15,1.2592
GA,1974,Direct Deposit,Weekly,3262,0,Dot 818 $5,1000,Checking,,5,0.650588889
CO,1980,Direct Deposit,Bi-Weekly,4983,0,SPRG.com,200,Checking,Other,0,2.49605
GA,1980,Direct Deposit,Bi-Weekly,10617,6400,SPRG.com,500,Checking,,0,-1
OH,1978,Direct Deposit,Weekly,8667,0,Dot 818 $15,400,Checking,,15,0.8129
OH,1982,Direct Deposit,Bi-Weekly,2308,2100,SPRG.com,300,Checking,,0,2.2778
OH,1983,Direct Deposit,Bi-Weekly,2288,2200,SPRG.com,600,Checking,Day to day expenses,0,0.45592
OH,1994,Direct Deposit,Weekly,4500,0,Dot 818 $15,500,Checking,,15,-0.711
OH,1994,Direct Deposit,Weekly,1500,0,Lead Toro $15,500,Checking,,15,-0.877846154
OH,1996,Direct Deposit,Bi-Weekly,3625,0,PW Other Sites $15,500,Checking,,15,0.1968
GA,1956,Direct Deposit,Semi-Monthly,10000,0,Leads Market $5,700,Checking,,0,0.809466667
OH,1982,Direct Deposit,Weekly,3500,0,Lead Toro $15,500,Checking,,15,-0.7134
CO,1978,Direct Deposit,Weekly,3500,0,Leads Market $15,800,Checking,,15,-0.5518
OH,1992,Direct Deposit,Bi-Weekly,2817,3200,SPRG.com,200,Checking,Day to day expenses,0,2.7706
OH,1992,Direct Deposit,Bi-Weekly,5975,0,Dot 818 $15,500,Checking,,0,-1.1456
OH,1994,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,700,Checking,,15,-1.581818182
OH,1994,Direct Deposit,Bi-Weekly,4000,0,Money Mutual $20,500,Checking,,20,-0.5428
OH,1996,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,500,Checking,,15,0.5243
OH,1998,Direct Deposit,Weekly,2500,0,Leads Market $15,500,Checking,,15,1.7256
OH,1966,Direct Deposit,Bi-Weekly,2000,0,Loan Transfer,210,Checking,,0,2.497238095
NC,1969,Direct Deposit,Bi-Weekly,3000,0,Loan Transfer,350,Checking,,0,2.497485714
OH,1965,Direct Deposit,Bi-Weekly,5000,0,Dot 818 $15,500,Checking,,15,0.380457143
OH,1985,Direct Deposit,Bi-Weekly,2167,0,Dot 818 $15,500,Checking,,15,1.5481
NJ,1982,Direct Deposit,Semi-Monthly,4625,0,Dot 818 $5,250,Checking,,0,0.24076
GA,1983,Direct Deposit,Bi-Weekly,3155,3209,SPRG.com,400,Checking,,0,-0.6914
OH,1984,Direct Deposit,Weekly,3740,0,Leads Market $15,500,Checking,,15,-1.06516
OH,1996,Direct Deposit,Weekly,1900,0,SPRG.com,200,Checking,,0,1.69205
OH,1996,Direct Deposit,Weekly,2500,0,Leads Market $15,200,Checking,,15,1.3513
OH,1998,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $15,500,Checking,,15,-2.725
OH,1971,Direct Deposit,Weekly,3000,0,Leads Market $15,800,Checking,,15,0.303428571
OH,1985,Direct Deposit,Weekly,2500,0,PW Other Sites $15,500,Checking,,15,0.017714286
OH,1987,Direct Deposit,Weekly,2666,0,Leads Market $15,300,Checking,,0,-0.067366667
OH,1991,Direct Deposit,Weekly,2500,0,Lead Toro $15,500,Checking,,15,0.75592
OH,1994,Direct Deposit,Bi-Weekly,2167,0,PW Other Sites $15,200,Checking,,0,1.6378
OH,1998,Direct Deposit,Weekly,3000,0,Lead Toro $15,500,Checking,,15,0.21796
KY,1961,Direct Deposit,Weekly,5000,0,Dot 818 $15,500,Checking,,15,-0.42204
GA,1976,Direct Deposit,Bi-Weekly,6500,0,Dot 818 $5,300,Checking,,0,2.4976
OH,1974,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,300,Checking,,15,0.9331
OH,1969,Direct Deposit,Bi-Weekly,4275,0,SPRG.com,800,Checking,Other,0,2.4971
OH,1982,Direct Deposit,Weekly,1920,0,SPRG.com,450,Checking,Other,0,0.346311111
OH,1987,Direct Deposit,Weekly,2175,2200,SPRG.com,300,Checking,Car repair,0,1.349666667
OH,1994,Direct Deposit,Weekly,2188,0,Lead Toro $15,300,Checking,,0,1.692533333
NC,1966,Direct Deposit,Bi-Weekly,3500,0,Dot 818 $5,500,Checking,,5,3.270476286
OH,1982,Direct Deposit,Weekly,4500,0,Leads Market $15,600,Checking,,15,-1.257142857
OH,1967,Direct Deposit,Semi-Monthly,3000,0,Leads Market $15,300,Checking,,15,2.59776
OH,1971,Direct Deposit,Weekly,3393,0,PW Other Sites $15,500,Checking,,15,1.321342857
OH,1972,Direct Deposit,Bi-Weekly,3500,0,Lead Toro $15,800,Checking,,15,-0.9539
OH,1970,Direct Deposit,Weekly,2500,0,Leads Market $15,800,Checking,,15,1.2628
OH,1987,Direct Deposit,Weekly,2973,3200,SPRG.com,500,Checking,Vacation,0,-0.411
OH,1977,Direct Deposit,Bi-Weekly,1571,2500,SPRG.com,500,Checking,Other,0,-1
TN,1991,Direct Deposit,Weekly,2000,0,Lead Toro $15,800,Checking,,15,0.405969231
OH,1992,Direct Deposit,Weekly,3500,0,Dot 818 $15,500,Checking,,15,-1.0134
OH,1994,Direct Deposit,Weekly,2000,0,Lead Toro $15,200,Checking,,15,-0.4018
IN,1987,Direct Deposit,Weekly,2000,0,Leads Market $15,800,Checking,,15,-0.61672
SC,1988,Direct Deposit,Bi-Weekly,1463,1350,SPRG.com,200,Checking,Day to day expenses,0,-0.0574
IN,1995,Direct Deposit,Semi-Monthly,1760,0,Dot 818 $15,500,Checking,,15,3.341533333
AZ,1953,Direct Deposit,Monthly,3250,0,PW Other Sites $15,500,Checking,,15,0.4915
IN,1959,Direct Deposit,Weekly,2000,0,Leads Market $15,775,Checking,,15,-0.8402
IN,1981,Direct Deposit,Weekly,2000,0,Leads Market $15,500,Checking,,15,1.4495
IN,1987,Direct Deposit,Weekly,3600,0,Money Mutual $20,500,Checking,,20,-1.08
IN,1985,Direct Deposit,Weekly,3500,0,Dot 818 $15,300,Checking,,0,1.144366667
IN,1985,Direct Deposit,Bi-Weekly,4199,0,SPRG.com,300,Checking,,0,-0.6858
IN,1988,Direct Deposit,Weekly,2600,0,SPRG.com,400,Checking,Other,0,1.525425
IN,1987,Direct Deposit,Weekly,1733,0,SPRG.com,700,Checking,Car repair,0,1.692533333
IN,1989,Direct Deposit,Weekly,2318,0,SPRG.com,500,Checking,Day to day expenses,0,1.681428571
IN,1996,Direct Deposit,Bi-Weekly,2251,0,Loan Transfer,400,Checking,,0,-0.035275
IN,1979,Direct Deposit,Bi-Weekly,3900,4000,SPRG.com,700,Checking,Car repair,0,1.49742
GA,1978,Direct Deposit,Semi-Monthly,5000,0,Dot 818 $5,500,Checking,,5,1.9782
IN,1981,Direct Deposit,Monthly,2184,2400,SPRG.com,450,Checking,,0,0.547714286
IN,1975,Direct Deposit,Weekly,2162,0,Lead Toro $15,500,Checking,,15,-0.795142857
IN,1973,Direct Deposit,Weekly,1811,2000,SPRG.com,200,Checking,Day to day expenses,0,0.683
IN,1972,Direct Deposit,Semi-Monthly,2000,0,Dot 818 $15,500,Checking,,15,-0.24425
IN,1981,Direct Deposit,Weekly,6500,0,PW Other Sites $15,700,Checking,,15,-1.096733333
IN,1986,Direct Deposit,Weekly,5000,0,Leads Market $15,800,Checking,,15,1.65495
IN,1997,Direct Deposit,Bi-Weekly,2067,1800,SPRG.com,250,Checking,Day to day expenses,0,-0.0574
IN,2000,Direct Deposit,Weekly,2167,2600,SPRG.com,250,Checking,Other,0,1.69344
IN,1999,Direct Deposit,Bi-Weekly,1525,0,SPRG.com,200,Checking,Day to day expenses,0,1.621
IN,1969,Direct Deposit,Weekly,5000,0,Leads Market $15,500,Checking,,15,0.49625
GA,1976,Direct Deposit,Semi-Monthly,7000,0,SPRG.com,450,Checking,Other,0,0.1738
IN,1977,Direct Deposit,Weekly,2250,0,Lead Toro $15,500,Checking,,15,-1.0375
IN,1980,Direct Deposit,Weekly,3500,0,SPRG.com,800,Checking,,0,-0.4951
OH,1972,Direct Deposit,Weekly,1300,0,Leads Market $15,500,Checking,,15,1.242533333
IN,1971,Direct Deposit,Weekly,2000,0,Leads Market $15,500,Checking,,15,-1.3134
IN,1985,Direct Deposit,Weekly,2500,0,Leads Market $15,800,Checking,,15,-0.7634
IN,1986,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,500,Checking,,15,-0.4466
IN,1971,Direct Deposit,Weekly,3500,0,PW Other Sites $15,600,Checking,,0,0.7775
IN,1988,Direct Deposit,Weekly,3000,0,Lead Toro $15,500,Checking,,15,0.8149
IN,1992,Direct Deposit,Weekly,3007,3014,Lead Toro $15,200,Checking,,0,-0.3268
IN,1998,Direct Deposit,Bi-Weekly,1517,2500,SPRG.com,250,Checking,,0,-0.6858
IN,1978,Direct Deposit,Weekly,3500,0,Leads Market $15,450,Checking,,0,1.21004
IN,1980,Direct Deposit,Bi-Weekly,2000,0,Leads Market $15,800,Checking,,15,0.4266
IN,1970,Direct Deposit,Weekly,3090,3500,SPRG.com,1050,Checking,Other,0,1.575927273
IN,1988,Direct Deposit,Weekly,3000,0,Dot 818 $15,800,Checking,,15,-1.138
IN,1988,Direct Deposit,Bi-Weekly,1970,1860,SPRG.com,200,Checking,Medical - Dental,0,2.2956
IN,1988,Direct Deposit,Weekly,4212,0,SPRG.com,300,Checking,Other,0,1.308766667
IN,1987,Direct Deposit,Weekly,2500,0,Leads Market $15,800,Checking,,15,-0.4768
AL,1989,Direct Deposit,Weekly,6000,0,Lead Toro $5,500,Checking,,5,1.62995
IN,1991,Direct Deposit,Weekly,2500,0,Leads Market $15,300,Checking,,15,-1.75
IN,1994,Direct Deposit,Weekly,1950,2500,SPRG.com,400,Checking,Day to day expenses,0,-0.6634
IN,1997,Direct Deposit,Bi-Weekly,1625,0,Loan Transfer,300,Checking,,0,-0.417133333
IN,1965,Direct Deposit,Bi-Weekly,15000,0,CFRY.com,400,Checking,,0,0.74855
OH,1957,Direct Deposit,Bi-Weekly,2925,4500,SPRG.com,400,Checking,,0,0.8516
IN,1974,Direct Deposit,Weekly,3000,0,Leads Market $15,500,Checking,,15,0.135142857
IN,1979,Direct Deposit,Weekly,6000,0,SPRG.com,400,Checking,,0,0.248575
OH,1983,Direct Deposit,Weekly,3000,0,Dot 818 $15,750,Checking,,15,1.01656
IN,1986,Direct Deposit,Weekly,7000,0,Leads Market $15,500,Checking,,0,0.26438
IN,1988,Direct Deposit,Bi-Weekly,3090,3700,SPRG.com,800,Checking,Other,0,-0.5371
IN,1992,Direct Deposit,Weekly,2500,0,Money Mutual $20,600,Checking,,20,1.335866667
IN,1995,Direct Deposit,Weekly,1820,1800,SPRG.com,200,Checking,Day to day expenses,0,1.6413
IN,1958,Direct Deposit,Monthly,2999,0,PW Other Sites $15,500,Checking,,15,0.690633333
OR,1957,Direct Deposit,Bi-Weekly,5417,7500,SPRG.com,800,Checking,Medical - Dental,0,0.6626
MD,1973,Direct Deposit,Bi-Weekly,2251,0,Leads Market $5,500,Checking,,5,-0.7549
IN,1970,Direct Deposit,Weekly,3012,4200,SPRG.com,400,Checking,Car repair,0,1.692771429
IN,1976,Direct Deposit,Weekly,2500,0,Lead Toro $15,300,Checking,,15,-1.075
IN,1971,Direct Deposit,Semi-Monthly,2250,0,Money Mutual $20,960,Checking,,20,1.765162791
KY,1976,Direct Deposit,Semi-Monthly,5000,0,Leads Market $15,800,Checking,,15,0.1116
AZ,1986,Direct Deposit,Weekly,3000,0,Dot 818 $5,700,Checking,,0,1.526657143
FL,1982,Direct Deposit,Weekly,6500,0,Dot 818 $15,500,Checking,,15,1.379714286
IN,1987,Direct Deposit,Weekly,6000,0,Dot 818 $15,500,Checking,,15,-1.1326
IN,1982,Direct Deposit,Bi-Weekly,2250,0,PW Other Sites $15,800,Checking,,15,3.069666667
GA,1989,Direct Deposit,Weekly,2968,0,Dot 818 $5,500,Checking,,0,1.52598
IN,1991,Direct Deposit,Weekly,3750,0,Dot 818 $15,500,Checking,,15,-1.05
IN,1992,Direct Deposit,Weekly,4500,0,Leads Market $15,800,Checking,,15,1.607057143
IN,1993,Direct Deposit,Bi-Weekly,2457,3200,SPRG.com,200,Checking,,0,-0.0742
IN,1997,Direct Deposit,Weekly,4500,0,Leads Market $15,800,Checking,,15,1.63344
IN,1997,Direct Deposit,Bi-Weekly,1276,1350,SPRG.com,800,Checking,Major purchase,0,-1
GA,1975,Direct Deposit,Weekly,1993,2100,SPRG.com,700,Checking,Day to day expenses,0,-1
OH,1974,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,-0.734257143
IN,1975,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,500,Checking,,15,0.22425
IN,1986,Direct Deposit,Weekly,2500,0,Leads Market $15,800,Checking,,15,1.242533333
IN,1983,Direct Deposit,Weekly,2167,3000,SPRG.com,350,Checking,Business,0,-0.579285714
IN,1993,Direct Deposit,Weekly,3000,0,Dot 818 $15,500,Checking,,15,-1.6384
IN,1994,Direct Deposit,Weekly,2100,0,Leads Market $15,700,Checking,,15,-0.539571429
IN,1994,Direct Deposit,Semi-Monthly,1926,200,SPRG.com,600,Checking,Other,0,-0.057714286
CO,1959,Direct Deposit,Bi-Weekly,111323,1600,SPRG.com,300,Checking,,0,0.16835
IN,1971,Direct Deposit,Weekly,3000,0,Dot 818 $15,500,Checking,,15,-0.3277
IN,1984,Direct Deposit,Bi-Weekly,1504,2920,SPRG.com,800,Checking,Other,0,-0.691418182
IN,1984,Direct Deposit,Bi-Weekly,1430,0,SPRG.com,700,Checking,Other,0,2.6356
IN,1977,Direct Deposit,Semi-Monthly,6000,0,Dot 818 $15,500,Checking,,15,-1.139142857
